fid,NOMBRE,heatmap_co
11899,DON BOSCO,72.35606
11900,DON BOSCO,54.80711
11901,DON BOSCO,54.80711
11902,DON BOSCO,72.35606
11903,DON BOSCO,72.35606
11904,BELGRANO JUAN MANUEL GRAL,72.62429
11905,BELGRANO JUAN MANUEL GRAL,72.62429
11906,BELGRANO JUAN MANUEL GRAL,33.86328
11907,BELGRANO JUAN MANUEL GRAL,72.62429
11908,BELGRANO JUAN MANUEL GRAL,33.86328
11909,JOFRE EMILIO DR,6.12907
11910,JOFRE EMILIO DR,6.12907
11911,JOFRE EMILIO DR,6.12907
11912,CLARK ABRAHAM,6.12907
11913,CLARK ABRAHAM,6.12907
11914,CLARK ABRAHAM,6.12907
11915,OLASCOAGA LAURENTINO CNEL,18.72208
11916,OLASCOAGA LAURENTINO CNEL,43.41968
11917,OLASCOAGA LAURENTINO CNEL,18.72208
11918,OLASCOAGA LAURENTINO CNEL,43.41968
11919,OLASCOAGA LAURENTINO CNEL,43.41968
11920,SAEZ MANUEL A,18.72208
11921,SAEZ MANUEL A,14.93008
11922,SAEZ MANUEL A,14.93008
11923,SAEZ MANUEL A,18.72208
11924,SAEZ MANUEL A,14.93008
11925,AV ESPAÃƒâ€˜A,139.32735
11926,AV ESPAÃƒâ€˜A,139.32735
11927,AV ESPAÃƒâ€˜A,132.96628
11928,AV ESPAÃƒâ€˜A,139.32735
11929,AV ESPAÃƒâ€˜A,132.96628
11930,AV ESPAÃƒâ€˜A,132.96628
11931,COLON CRISTOBAL AV,139.32735
11932,COLON CRISTOBAL AV,139.32735
11933,COLON CRISTOBAL AV,139.32735
11934,COLON CRISTOBAL AV,164.62483
11935,COLON CRISTOBAL AV,164.62483
11936,COLON CRISTOBAL AV,164.62483
11937,BELGRANO PJE,38.36265
11938,BELGRANO PJE,38.36265
11939,BELGRANO PJE,38.36265
11940,BELGRANO PJE,33.86328
11941,BELGRANO PJE,33.86328
11942,BELGRANO PJE,38.36265
11943,HUARPES,9.37167
11944,HUARPES,11.09193
11945,HUARPES,9.37167
11946,HUARPES,11.09193
11947,HUARPES,11.09193
11948,CLARK ABRAHAM,11.09193
11949,CLARK ABRAHAM,6.12907
11950,CLARK ABRAHAM,6.12907
11951,CLARK ABRAHAM,11.09193
11952,CLARK ABRAHAM,6.12907
11953,CLARK ABRAHAM,11.09193
11954,COLON CRISTOBAL AV,139.32735
11955,COLON CRISTOBAL AV,130.42308
11956,COLON CRISTOBAL AV,130.42308
11957,COLON CRISTOBAL AV,139.32735
11958,COLON CRISTOBAL AV,139.32735
11959,GENOUD PJE,12.93323
11960,GENOUD PJE,12.93323
11961,CLARK ABRAHAM,12.93323
11962,CLARK ABRAHAM,11.09193
11963,CLARK ABRAHAM,11.09193
11964,CLARK ABRAHAM,12.93323
11965,CLARK ABRAHAM,11.09193
11966,PERU,83.60087
11967,PERU,83.60087
11968,PERU,83.60087
11969,PERU,42.22076
11970,PERU,42.22076
11971,9 DE JULIO,128.54524
11972,9 DE JULIO,119.63262
11973,9 DE JULIO,128.54524
11974,9 DE JULIO,128.54524
11975,9 DE JULIO,119.63262
11976,9 DE JULIO,119.63262
11977,COLON CRISTOBAL AV,130.42308
11978,COLON CRISTOBAL AV,119.63262
11979,COLON CRISTOBAL AV,119.63262
11980,COLON CRISTOBAL AV,130.42308
11981,COLON CRISTOBAL AV,119.63262
11982,25 DE MAYO,95.70412
11983,25 DE MAYO,95.70412
11984,25 DE MAYO,95.70412
11985,25 DE MAYO,43.98279
11986,25 DE MAYO,43.98279
11987,INFANTA MERCEDES DE SAN MARTIN,42.22076
11988,INFANTA MERCEDES DE SAN MARTIN,42.22076
11989,INFANTA MERCEDES DE SAN MARTIN,43.98279
11990,INFANTA MERCEDES DE SAN MARTIN,43.98279
11991,ZULOAGA OSCAR CNEL,51.91592
11992,ZULOAGA OSCAR CNEL,51.91592
11993,ZULOAGA OSCAR CNEL,54.80711
11994,ZULOAGA OSCAR CNEL,54.80711
11995,BABILONIA PJE,83.61100
11996,BABILONIA PJE,83.61100
11997,BABILONIA PJE,83.61100
11998,OBLIGADO RAFAEL,83.61100
11999,OBLIGADO RAFAEL,83.61100
12000,OBLIGADO RAFAEL,83.61100
12001,PASO DE LOS ANDES,18.21419
12002,PASO DE LOS ANDES,15.71400
12003,PASO DE LOS ANDES,18.21419
12004,PASO DE LOS ANDES,15.71400
12005,PASO DE LOS ANDES,15.71400
12006,PASO DE LOS ANDES,18.21419
12007,CLARK ABRAHAM,12.93323
12008,CLARK ABRAHAM,18.21419
12009,CLARK ABRAHAM,12.93323
12010,CLARK ABRAHAM,18.21419
12011,CLARK ABRAHAM,18.21419
12012,RODRIGUEZ MARTIN CNEL,9.14155
12013,RODRIGUEZ MARTIN CNEL,32.25546
12014,RODRIGUEZ MARTIN CNEL,32.25546
12015,RODRIGUEZ MARTIN CNEL,9.14155
12016,BABILONIA PJE,83.61100
12017,BABILONIA PJE,83.61100
12018,BABILONIA PJE,83.61100
12019,LENCINAS CARLOS WASHINGTON,0.61782
12020,LENCINAS CARLOS WASHINGTON,0.61782
12021,LENCINAS CARLOS WASHINGTON,1.14465
12022,LENCINAS CARLOS WASHINGTON,1.14465
12023,DEL ROSEDAL AV,
12024,DEL ROSEDAL AV,1.14465
12025,DEL ROSEDAL AV,
12026,DEL ROSEDAL AV,1.14465
12027,SAN JUAN,92.46516
12028,SAN JUAN,95.40406
12029,SAN JUAN,95.40406
12030,SAN JUAN,92.46516
12031,SALTA,49.24733
12032,SALTA,56.92265
12033,SALTA,56.92265
12034,SALTA,56.92265
12035,SALTA,49.24733
12036,SALTA,49.24733
12037,DON BOSCO,49.24733
12038,DON BOSCO,49.24733
12039,DON BOSCO,51.91592
12040,DON BOSCO,51.91592
12041,DON BOSCO,49.24733
12042,GRANADEROS,15.40165
12043,GRANADEROS,18.22353
12044,GRANADEROS,15.40165
12045,GRANADEROS,18.22353
12046,CLARK ABRAHAM,18.22353
12047,CLARK ABRAHAM,18.21419
12048,CLARK ABRAHAM,18.21419
12049,CLARK ABRAHAM,18.22353
12050,CLARK ABRAHAM,18.21419
12051,CLARK ABRAHAM,16.54634
12052,CLARK ABRAHAM,16.54634
12053,CLARK ABRAHAM,9.14155
12054,CLARK ABRAHAM,16.54634
12055,CLARK ABRAHAM,9.14155
12056,OLASCOAGA LAURENTINO CNEL,16.54634
12057,OLASCOAGA LAURENTINO CNEL,16.54634
12058,OLASCOAGA LAURENTINO CNEL,18.72208
12059,OLASCOAGA LAURENTINO CNEL,18.72208
12060,OLASCOAGA LAURENTINO CNEL,16.54634
12061,DE SAN MARTIN JOSE GRAL AV,94.66452
12062,DE SAN MARTIN JOSE GRAL AV,105.65535
12063,DE SAN MARTIN JOSE GRAL AV,94.66452
12064,DE SAN MARTIN JOSE GRAL AV,105.65535
12065,DE SAN MARTIN JOSE GRAL AV,94.66452
12066,COLON CRISTOBAL AV,119.63262
12067,COLON CRISTOBAL AV,119.63262
12068,COLON CRISTOBAL AV,119.63262
12069,COLON CRISTOBAL AV,94.66452
12070,COLON CRISTOBAL AV,94.66452
12071,COLON CRISTOBAL AV,94.66452
12072,BELGRANO PJE,38.36265
12073,BELGRANO PJE,38.36265
12074,VARGAS PEDRO PJE,130.42308
12075,VARGAS PEDRO PJE,130.79042
12076,VARGAS PEDRO PJE,130.42308
12077,VARGAS PEDRO PJE,130.79042
12078,9 DE JULIO,118.15213
12079,9 DE JULIO,119.63262
12080,9 DE JULIO,119.63262
12081,9 DE JULIO,118.15213
12082,9 DE JULIO,119.63262
12083,LOMBARDO CAYETANO,118.15213
12084,LOMBARDO CAYETANO,130.79042
12085,LOMBARDO CAYETANO,130.79042
12086,LOMBARDO CAYETANO,118.15213
12087,OBLIGADO RAFAEL,83.61100
12088,OBLIGADO RAFAEL,83.61100
12089,OBLIGADO RAFAEL,83.79691
12090,OBLIGADO RAFAEL,83.61100
12091,OBLIGADO RAFAEL,83.79691
12092,PARDO CALLEJON,95.40406
12093,PARDO CALLEJON,83.79691
12094,PARDO CALLEJON,95.40406
12095,PARDO CALLEJON,83.79691
12096,LEMOS RUBEN PJE,57.50451
12097,LEMOS RUBEN PJE,115.88400
12098,LEMOS RUBEN PJE,57.50451
12099,LEMOS RUBEN PJE,115.88400
12100,CLARK ABRAHAM,16.54634
12101,CLARK ABRAHAM,16.54634
12102,CLARK ABRAHAM,15.91639
12103,CLARK ABRAHAM,15.91639
12104,CLARK ABRAHAM,15.91639
12105,CLARK ABRAHAM,16.54634
12106,MARTINEZ DE ROZAS JUAN,14.93008
12107,MARTINEZ DE ROZAS JUAN,14.93008
12108,MARTINEZ DE ROZAS JUAN,15.91639
12109,MARTINEZ DE ROZAS JUAN,15.91639
12110,MARTINEZ DE ROZAS JUAN,14.93008
12111,MARTINEZ DE ROZAS JUAN,15.91639
12112,CLARK ABRAHAM,18.22353
12113,CLARK ABRAHAM,18.22353
12114,CLARK ABRAHAM,15.91639
12115,CLARK ABRAHAM,15.91639
12116,CLARK ABRAHAM,15.91639
12117,CHAVANNE,71.12885
12118,CHAVANNE,71.12885
12119,CHAVANNE,57.50451
12120,CHAVANNE,71.12885
12121,CHAVANNE,57.50451
12122,CHAVANNE,71.12885
12123,LA RIOJA,72.35606
12124,LA RIOJA,72.35606
12125,LA RIOJA,72.92603
12126,LA RIOJA,72.35606
12127,LA RIOJA,72.92603
12128,LA RIOJA,72.92603
12129,PARDO CALLEJON,72.92603
12130,PARDO CALLEJON,83.79691
12131,PARDO CALLEJON,83.79691
12132,PARDO CALLEJON,72.92603
12133,PARDO CALLEJON,72.92603
12134,ZAPATA JOSE VICENTE,94.66452
12135,ZAPATA JOSE VICENTE,83.45579
12136,ZAPATA JOSE VICENTE,94.66452
12137,ZAPATA JOSE VICENTE,94.66452
12138,ZAPATA JOSE VICENTE,83.45579
12139,PALACIOS PEDRO BENJAMIN,26.64191
12140,PALACIOS PEDRO BENJAMIN,24.65320
12141,PALACIOS PEDRO BENJAMIN,24.65320
12142,PALACIOS PEDRO BENJAMIN,26.64191
12143,MORENO JOSE FEDERICO,38.81747
12144,MORENO JOSE FEDERICO,24.65320
12145,MORENO JOSE FEDERICO,38.81747
12146,MORENO JOSE FEDERICO,38.81747
12147,MORENO JOSE FEDERICO,24.65320
12148,PALACIOS PEDRO BENJAMIN,24.40507
12149,PALACIOS PEDRO BENJAMIN,24.65320
12150,PALACIOS PEDRO BENJAMIN,24.40507
12151,PALACIOS PEDRO BENJAMIN,24.65320
12152,DON BOSCO,24.40507
12153,DON BOSCO,24.40507
12154,DON BOSCO,49.24733
12155,DON BOSCO,49.24733
12156,DON BOSCO,49.24733
12157,CHAVANNE,71.12885
12158,CHAVANNE,71.12885
12159,LEMOS MANUEL CALLEJON,57.28403
12160,LEMOS MANUEL CALLEJON,57.28403
12161,PARDO CALLEJON,57.28403
12162,PARDO CALLEJON,57.28403
12163,PARDO CALLEJON,72.92603
12164,PARDO CALLEJON,72.92603
12165,PARDO CALLEJON,72.92603
12166,ZULOAGA OSCAR CNEL,51.91592
12167,ZULOAGA OSCAR CNEL,51.91592
12168,ZULOAGA OSCAR CNEL,53.49171
12169,ZULOAGA OSCAR CNEL,53.49171
12170,PARDO CALLEJON,53.49171
12171,PARDO CALLEJON,57.28403
12172,PARDO CALLEJON,57.28403
12173,PARDO CALLEJON,53.49171
12174,SALTA,49.24733
12175,SALTA,50.82080
12176,SALTA,49.24733
12177,SALTA,49.24733
12178,SALTA,50.82080
12179,PARDO CALLEJON,50.82080
12180,PARDO CALLEJON,53.49171
12181,PARDO CALLEJON,53.49171
12182,PARDO CALLEJON,50.82080
12183,9 DE JULIO,118.15213
12184,9 DE JULIO,118.15213
12185,9 DE JULIO,108.31650
12186,9 DE JULIO,108.31650
12187,25 DE MAYO,25.39512
12188,25 DE MAYO,43.98279
12189,25 DE MAYO,43.98279
12190,25 DE MAYO,25.39512
12191,GIMENEZ LUIS E ING,25.39512
12192,GIMENEZ LUIS E ING,25.39512
12193,SAN JUAN,95.40406
12194,SAN JUAN,101.90508
12195,SAN JUAN,95.40406
12196,SAN JUAN,101.90508
12197,SAN JUAN,101.90508
12198,ZAPATA JOSE VICENTE,101.90508
12199,ZAPATA JOSE VICENTE,101.90508
12200,ZAPATA JOSE VICENTE,101.90508
12201,ZAPATA JOSE VICENTE,83.45579
12202,ZAPATA JOSE VICENTE,83.45579
12203,VIDELA RICARDO GDOR,23.98903
12204,VIDELA RICARDO GDOR,14.75391
12205,VIDELA RICARDO GDOR,14.75391
12206,VIDELA RICARDO GDOR,23.98903
12207,PALACIOS PEDRO BENJAMIN,24.40507
12208,PALACIOS PEDRO BENJAMIN,23.98903
12209,PALACIOS PEDRO BENJAMIN,24.40507
12210,PALACIOS PEDRO BENJAMIN,23.98903
12211,BRAVO ANTONIO PJE,4.08830
12212,BRAVO ANTONIO PJE,4.08830
12213,VIR DE SOBREMONTE RAFAEL,4.08830
12214,VIR DE SOBREMONTE RAFAEL,4.08830
12215,JOFRE EMILIO DR,6.12907
12216,JOFRE EMILIO DR,6.08130
12217,JOFRE EMILIO DR,6.12907
12218,JOFRE EMILIO DR,6.08130
12219,JOFRE EMILIO DR,6.08130
12220,JOFRE EMILIO DR,6.12907
12221,VIR DE SOBREMONTE RAFAEL,4.08830
12222,VIR DE SOBREMONTE RAFAEL,6.08130
12223,VIR DE SOBREMONTE RAFAEL,6.08130
12224,VIR DE SOBREMONTE RAFAEL,6.08130
12225,VIR DE SOBREMONTE RAFAEL,4.08830
12226,HUARPES,11.09193
12227,HUARPES,12.02944
12228,HUARPES,12.02944
12229,HUARPES,11.09193
12230,HUARPES,11.09193
12231,HUARPES,12.02944
12232,VIR DE SOBREMONTE RAFAEL,12.02944
12233,VIR DE SOBREMONTE RAFAEL,12.02944
12234,VIR DE SOBREMONTE RAFAEL,6.08130
12235,VIR DE SOBREMONTE RAFAEL,6.08130
12236,VIR DE SOBREMONTE RAFAEL,6.08130
12237,VIR DE SOBREMONTE RAFAEL,12.02944
12238,DE SAN MARTIN JOSE GRAL AV,81.78123
12239,DE SAN MARTIN JOSE GRAL AV,81.78123
12240,DE SAN MARTIN JOSE GRAL AV,94.66452
12241,DE SAN MARTIN JOSE GRAL AV,94.66452
12242,DE SAN MARTIN JOSE GRAL AV,94.66452
12243,INFANTA MERCEDES DE SAN MARTIN,81.78123
12244,INFANTA MERCEDES DE SAN MARTIN,108.31650
12245,INFANTA MERCEDES DE SAN MARTIN,108.31650
12246,INFANTA MERCEDES DE SAN MARTIN,81.78123
12247,MARTINEZ DE ROZAS JUAN,15.91639
12248,MARTINEZ DE ROZAS JUAN,15.34336
12249,MARTINEZ DE ROZAS JUAN,15.34336
12250,MARTINEZ DE ROZAS JUAN,15.34336
12251,MARTINEZ DE ROZAS JUAN,15.91639
12252,MARTINEZ DE ROZAS JUAN,15.91639
12253,VIR DE SOBREMONTE RAFAEL,15.34336
12254,VIR DE SOBREMONTE RAFAEL,15.34336
12255,VIR DE SOBREMONTE RAFAEL,15.34336
12256,VIR DE SOBREMONTE RAFAEL,19.11072
12257,VIR DE SOBREMONTE RAFAEL,19.11072
12258,VIR DE SOBREMONTE RAFAEL,19.11072
12259,PASO DE LOS ANDES,18.21419
12260,PASO DE LOS ANDES,19.11072
12261,PASO DE LOS ANDES,18.21419
12262,PASO DE LOS ANDES,19.11072
12263,PASO DE LOS ANDES,18.21419
12264,PASO DE LOS ANDES,19.11072
12265,VIR DE SOBREMONTE RAFAEL,12.02944
12266,VIR DE SOBREMONTE RAFAEL,12.02944
12267,VIR DE SOBREMONTE RAFAEL,12.02944
12268,VIR DE SOBREMONTE RAFAEL,19.11072
12269,VIR DE SOBREMONTE RAFAEL,19.11072
12270,VIR DE SOBREMONTE RAFAEL,19.11072
12271,LA RIOJA,72.92603
12272,LA RIOJA,79.68211
12273,LA RIOJA,79.68211
12274,LA RIOJA,79.68211
12275,LA RIOJA,72.92603
12276,LA RIOJA,72.92603
12277,ZAPATA JOSE VICENTE,101.90508
12278,ZAPATA JOSE VICENTE,79.68211
12279,ZAPATA JOSE VICENTE,101.90508
12280,ZAPATA JOSE VICENTE,101.90508
12281,ZAPATA JOSE VICENTE,79.68211
12282,ZAPATA JOSE VICENTE,79.68211
12283,SALTA,50.82080
12284,SALTA,50.82080
12285,SALTA,52.05405
12286,BELGRANO JUAN MANUEL GRAL,13.03729
12287,BELGRANO JUAN MANUEL GRAL,62.52242
12288,BELGRANO JUAN MANUEL GRAL,62.52242
12289,BELGRANO JUAN MANUEL GRAL,13.03729
12290,FCGSM,71.18909
12291,FCGSM,13.71729
12292,FCGSM,71.18909
12293,FCGSM,13.71729
12294,FCGSM,71.18909
12295,FCGSM,13.71729
12296,BELGRANO JUAN MANUEL GRAL,13.03729
12297,BELGRANO JUAN MANUEL GRAL,13.71729
12298,BELGRANO JUAN MANUEL GRAL,13.03729
12299,BELGRANO JUAN MANUEL GRAL,13.71729
12300,BELGRANO JUAN MANUEL GRAL,13.71729
12301,RODRIGUEZ MARTIN CNEL,13.61081
12302,RODRIGUEZ MARTIN CNEL,13.61081
12303,RODRIGUEZ MARTIN CNEL,13.61081
12304,RODRIGUEZ MARTIN CNEL,9.14155
12305,RODRIGUEZ MARTIN CNEL,9.14155
12306,BELGRANO JUAN MANUEL GRAL,14.41427
12307,BELGRANO JUAN MANUEL GRAL,33.86328
12308,BELGRANO JUAN MANUEL GRAL,14.41427
12309,BELGRANO JUAN MANUEL GRAL,33.86328
12310,BELGRANO JUAN MANUEL GRAL,14.41427
12311,BELGRANO JUAN MANUEL GRAL,14.41427
12312,BELGRANO JUAN MANUEL GRAL,13.71729
12313,BELGRANO JUAN MANUEL GRAL,13.71729
12314,BELGRANO JUAN MANUEL GRAL,13.71729
12315,OLASCOAGA LAURENTINO CNEL,16.54634
12316,OLASCOAGA LAURENTINO CNEL,13.44867
12317,OLASCOAGA LAURENTINO CNEL,13.44867
12318,OLASCOAGA LAURENTINO CNEL,16.54634
12319,OLASCOAGA LAURENTINO CNEL,13.44867
12320,OLASCOAGA LAURENTINO CNEL,16.54634
12321,VIR DE SOBREMONTE RAFAEL,13.44867
12322,VIR DE SOBREMONTE RAFAEL,13.44867
12323,VIR DE SOBREMONTE RAFAEL,13.44867
12324,VIR DE SOBREMONTE RAFAEL,15.34336
12325,VIR DE SOBREMONTE RAFAEL,15.34336
12326,VIR DE SOBREMONTE RAFAEL,15.34336
12327,BELGRANO JUAN MANUEL GRAL,14.41427
12328,BELGRANO JUAN MANUEL GRAL,14.41427
12329,BELGRANO JUAN MANUEL GRAL,14.44546
12330,BELGRANO JUAN MANUEL GRAL,14.44546
12331,PERU,21.93300
12332,PERU,21.93300
12333,PERU,42.22076
12334,PERU,21.93300
12335,PERU,42.22076
12336,MOLINA PEDRO AV,21.93300
12337,MOLINA PEDRO AV,21.93300
12338,MOLINA PEDRO AV,21.93300
12339,MOLINA PEDRO AV,14.44546
12340,MOLINA PEDRO AV,14.44546
12341,BELGRANO JUAN MANUEL GRAL,13.03729
12342,BELGRANO JUAN MANUEL GRAL,12.61202
12343,BELGRANO JUAN MANUEL GRAL,12.61202
12344,BELGRANO JUAN MANUEL GRAL,13.03729
12345,VIR DE SOBREMONTE RAFAEL,12.61202
12346,VIR DE SOBREMONTE RAFAEL,13.61081
12347,VIR DE SOBREMONTE RAFAEL,12.61202
12348,VIR DE SOBREMONTE RAFAEL,13.61081
12349,VIR DE SOBREMONTE RAFAEL,13.61081
12350,DELGADO AGUSTIN,15.43353
12351,DELGADO AGUSTIN,15.43353
12352,VIR DE SOBREMONTE RAFAEL,13.44867
12353,VIR DE SOBREMONTE RAFAEL,15.43353
12354,VIR DE SOBREMONTE RAFAEL,13.44867
12355,VIR DE SOBREMONTE RAFAEL,15.43353
12356,VIR DE SOBREMONTE RAFAEL,13.44867
12357,VIR DE SOBREMONTE RAFAEL,15.43353
12358,VIR DE SOBREMONTE RAFAEL,15.43353
12359,VIR DE SOBREMONTE RAFAEL,15.77544
12360,VIR DE SOBREMONTE RAFAEL,15.77544
12361,VIR DE SOBREMONTE RAFAEL,15.77544
12362,VIR DE SOBREMONTE RAFAEL,13.61081
12363,VIR DE SOBREMONTE RAFAEL,13.61081
12364,VIR DE SOBREMONTE RAFAEL,15.77544
12365,VIR DE SOBREMONTE RAFAEL,13.61081
12366,25 DE MAYO,21.81937
12367,25 DE MAYO,21.81937
12368,25 DE MAYO,21.81937
12369,25 DE MAYO,25.39512
12370,25 DE MAYO,25.39512
12371,MOLINA PEDRO AV,21.93300
12372,MOLINA PEDRO AV,21.81937
12373,MOLINA PEDRO AV,21.81937
12374,MOLINA PEDRO AV,21.93300
12375,MOLINA PEDRO AV,21.93300
12376,MOLINA PEDRO AV,21.81937
12377,SALTA,52.05405
12378,SALTA,53.02202
12379,SALTA,53.02202
12380,SALTA,53.02202
12381,ZAPATA JOSE VICENTE,53.02202
12382,ZAPATA JOSE VICENTE,53.02202
12383,ZAPATA JOSE VICENTE,79.68211
12384,ZAPATA JOSE VICENTE,79.68211
12385,ZAPATA JOSE VICENTE,53.02202
12386,ZAPATA JOSE VICENTE,79.68211
12387,FCGSM,13.71729
12388,FCGSM,13.36732
12389,FCGSM,13.71729
12390,FCGSM,13.71729
12391,FCGSM,13.36732
12392,BELGRANO JUAN MANUEL GRAL,14.44546
12393,BELGRANO JUAN MANUEL GRAL,14.33866
12394,BELGRANO JUAN MANUEL GRAL,14.44546
12395,BELGRANO JUAN MANUEL GRAL,14.33866
12396,BELGRANO JUAN MANUEL GRAL,14.33866
12397,MOLINA PEDRO AV,14.33866
12398,MOLINA PEDRO AV,13.36732
12399,MOLINA PEDRO AV,13.36732
12400,MOLINA PEDRO AV,14.33866
12401,MOLINA PEDRO AV,14.33866
12402,LEMOS RUBEN PJE,26.31671
12403,LEMOS RUBEN PJE,57.50451
12404,LEMOS RUBEN PJE,57.50451
12405,LEMOS RUBEN PJE,26.31671
12406,MOLINA PEDRO AV,26.31671
12407,MOLINA PEDRO AV,26.31671
12408,MOLINA PEDRO AV,21.81937
12409,MOLINA PEDRO AV,21.81937
12410,MOLINA PEDRO AV,21.81937
12411,MOLINA PEDRO AV,20.75145
12412,MOLINA PEDRO AV,20.75145
12413,MOLINA PEDRO AV,14.33866
12414,MOLINA PEDRO AV,14.33866
12415,MOLINA PEDRO AV,14.33866
12416,PERU,20.79253
12417,PERU,20.79253
12418,PERU,21.93300
12419,PERU,21.93300
12420,PERU,21.93300
12421,MOLINA PEDRO AV,20.79253
12422,MOLINA PEDRO AV,20.79253
12423,MOLINA PEDRO AV,20.75145
12424,MOLINA PEDRO AV,20.75145
12425,MOLINA PEDRO AV,40.36161
12426,MOLINA PEDRO AV,26.31671
12427,MOLINA PEDRO AV,40.36161
12428,MOLINA PEDRO AV,26.31671
12429,MITRE BARTOLOME GRAL AV,169.30748
12430,MITRE BARTOLOME GRAL AV,67.93690
12431,MITRE BARTOLOME GRAL AV,67.93690
12432,MITRE BARTOLOME GRAL AV,169.30748
12433,MOLINA PEDRO AV,40.36161
12434,MOLINA PEDRO AV,40.36161
12435,MOLINA PEDRO AV,67.93690
12436,MOLINA PEDRO AV,67.93690
12437,BELGRANO JUAN MANUEL GRAL,12.97621
12438,BELGRANO JUAN MANUEL GRAL,12.61202
12439,BELGRANO JUAN MANUEL GRAL,12.61202
12440,BELGRANO JUAN MANUEL GRAL,12.97621
12441,25 DE MAYO,20.40526
12442,25 DE MAYO,21.81937
12443,25 DE MAYO,21.81937
12444,25 DE MAYO,21.81937
12445,25 DE MAYO,20.40526
12446,MOLINA PEDRO AV,20.79253
12447,MOLINA PEDRO AV,20.79253
12448,MOLINA PEDRO AV,20.40526
12449,MOLINA PEDRO AV,20.40526
12450,FCGSM,13.21270
12451,FCGSM,13.36732
12452,FCGSM,13.21270
12453,FCGSM,13.21270
12454,FCGSM,13.36732
12455,BELGRANO JUAN MANUEL GRAL,13.21270
12456,BELGRANO JUAN MANUEL GRAL,12.97621
12457,BELGRANO JUAN MANUEL GRAL,12.97621
12458,BELGRANO JUAN MANUEL GRAL,13.21270
12459,BELGRANO JUAN MANUEL GRAL,13.21270
12460,BELGRANO JUAN MANUEL GRAL,13.64728
12461,BELGRANO JUAN MANUEL GRAL,13.64728
12462,BELGRANO JUAN MANUEL GRAL,14.33866
12463,BELGRANO JUAN MANUEL GRAL,14.33866
12464,BELGRANO JUAN MANUEL GRAL,14.33866
12465,BELGRANO JUAN MANUEL GRAL,13.21270
12466,BELGRANO JUAN MANUEL GRAL,13.64728
12467,BELGRANO JUAN MANUEL GRAL,13.64728
12468,BELGRANO JUAN MANUEL GRAL,13.21270
12469,BELGRANO JUAN MANUEL GRAL,13.21270
12470,MOLINA PEDRO AV,21.59995
12471,MOLINA PEDRO AV,20.40526
12472,MOLINA PEDRO AV,20.40526
12473,MOLINA PEDRO AV,21.59995
12474,PATRICIAS MENDOCINAS,94.82824
12475,PATRICIAS MENDOCINAS,94.82824
12476,PATRICIAS MENDOCINAS,164.62483
12477,PATRICIAS MENDOCINAS,164.62483
12478,PATRICIAS MENDOCINAS,164.62483
12479,PATRICIAS MENDOCINAS,94.82824
12480,MOLINA PEDRO AV,67.93690
12481,MOLINA PEDRO AV,94.82824
12482,MOLINA PEDRO AV,67.93690
12483,MOLINA PEDRO AV,94.82824
12484,MOLINA PEDRO AV,94.82824
12485,VIDELA RICARDO GDOR,23.98903
12486,VIDELA RICARDO GDOR,30.78122
12487,VIDELA RICARDO GDOR,23.98903
12488,VIDELA RICARDO GDOR,30.78122
12489,ZAPATA JOSE VICENTE,53.02202
12490,ZAPATA JOSE VICENTE,30.78122
12491,ZAPATA JOSE VICENTE,53.02202
12492,ZAPATA JOSE VICENTE,53.02202
12493,ZAPATA JOSE VICENTE,30.78122
12494,AV ESPAÃƒâ€˜A,139.32735
12495,AV ESPAÃƒâ€˜A,83.89613
12496,AV ESPAÃƒâ€˜A,139.32735
12497,AV ESPAÃƒâ€˜A,139.32735
12498,AV ESPAÃƒâ€˜A,83.89613
12499,AV ESPAÃƒâ€˜A,83.89613
12500,MOLINA PEDRO AV,83.89613
12501,MOLINA PEDRO AV,83.89613
12502,MOLINA PEDRO AV,94.82824
12503,MOLINA PEDRO AV,94.82824
12504,MOLINA PEDRO AV,83.89613
12505,MOLINA PEDRO AV,94.82824
12506,MITRE BARTOLOME GRAL AV,40.36161
12507,MITRE BARTOLOME GRAL AV,32.66467
12508,MITRE BARTOLOME GRAL AV,32.66467
12509,MITRE BARTOLOME GRAL AV,40.36161
12510,MITRE BARTOLOME GRAL AV,32.66467
12511,MOLINA PEDRO AV,32.66467
12512,MOLINA PEDRO AV,21.59995
12513,MOLINA PEDRO AV,32.66467
12514,MOLINA PEDRO AV,32.66467
12515,MOLINA PEDRO AV,21.59995
12516,VARGAS PEDRO PJE,130.79042
12517,VARGAS PEDRO PJE,77.70628
12518,VARGAS PEDRO PJE,130.79042
12519,VARGAS PEDRO PJE,77.70628
12520,MOLINA PEDRO AV,83.89613
12521,MOLINA PEDRO AV,77.70628
12522,MOLINA PEDRO AV,77.70628
12523,MOLINA PEDRO AV,83.89613
12524,MOLINA PEDRO AV,83.89613
12525,PATRICIAS MENDOCINAS,88.38771
12526,PATRICIAS MENDOCINAS,88.38771
12527,PATRICIAS MENDOCINAS,94.82824
12528,PATRICIAS MENDOCINAS,88.38771
12529,PATRICIAS MENDOCINAS,94.82824
12530,PATRICIAS MENDOCINAS,94.82824
12531,MOLINA PEDRO AV,88.38771
12532,MOLINA PEDRO AV,88.38771
12533,MOLINA PEDRO AV,60.25426
12534,MOLINA PEDRO AV,88.38771
12535,9 DE JULIO,73.95160
12536,9 DE JULIO,73.95160
12537,9 DE JULIO,108.31650
