punto_nombre,punto_numero,punto_tipo,link,poblacion_total,hogares,desocupados,0-14,65_mas,inicial,primario,egb,secundario,polimodal,superior,universitario,post_universitario,lee_y _esc,NoLee_ni_e,hacinamiento,sin_red_agua,sin_cloaca,densidad_comercios,x,y
CONFRATERNIDAD FERROVIARIA,3215,Interseccion,500070202,763,250,20,172,94,23,173,47,224,22,83,127,2,681,40,2,0,0,13,-68.82555729,-32.86782397
CERRO LOS GEMELOS BV,3237,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89077747,-32.86736119
CERRO LOS GEMELOS BV,3239,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89093615,-32.86791609
MORENO JOSE MARIA,3253,Interseccion,500070707,666,234,18,91,115,12,81,39,165,42,81,200,13,625,14,1,0,0,8,-68.83956464,-32.86789682
CRISTO REDENTOR SUR AV,3272,Interseccion,500071004,1587,381,43,470,156,84,492,306,295,166,23,33,0,1360,132,30,0,6,1,-68.8705178,-32.86796876
PLUMERILLO,3275,Interseccion,500071005,1244,335,66,350,129,56,491,101,320,63,39,33,1,1054,108,23,0,12,2,-68.86825267,-32.86796639
CIUDAD DE ROSARIO,3283,Interseccion,500070215,517,178,22,108,90,28,146,19,161,19,40,73,2,467,30,0,0,1,7,-68.81882581,-32.86792261
BAJADA DE ARROLLABES,3293,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81732728,-32.86792945
BAJADA DE ARROLLABES,3305,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81733258,-32.86794749
CALLE S/N 3 (BÂºATSA),3306,Interseccion,500071003,921,277,26,177,98,39,99,50,188,51,92,330,31,856,33,0,1,1,1,-68.8811489,-32.86803341
CALLE S/N 3 (BÂºATSA),3308,Interseccion,500071003,921,277,26,177,98,39,99,50,188,51,92,330,31,856,33,0,1,1,5,-68.88095748,-32.86735696
SAN JOSE,3312,Interseccion,500071003,921,277,26,177,98,39,99,50,188,51,92,330,31,856,33,0,1,1,1,-68.88249755,-32.8677898
CERRO LEON NEGRO,3318,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89477168,-32.86655709
CERRO LEON NEGRO,3319,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89519212,-32.86647244
CERRO LEON NEGRO,3320,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89390394,-32.86673179
CERRO LEON NEGRO,3322,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89434785,-32.86664242
CERRO LEON NEGRO,3323,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89334522,-32.86684428
CERRO LEON NEGRO,3324,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89563787,-32.8663827
9 DE JULIO,3325,Interseccion,500070703,714,254,19,141,109,28,96,51,184,35,86,178,10,649,32,6,0,2,25,-68.83490597,-32.86799896
BAJADA DE ARROLLABES,3337,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81734318,-32.86799259
BAJADA DE ARROLLABES,3347,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81735375,-32.8680467
CONFRATERNIDAD FERROVIARIA,3351,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81737771,-32.86808732
BAJADA DE ARROLLABES,3352,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81736167,-32.8680918
BAJADA DE ARROLLABES,3362,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81737492,-32.86814592
BAJADA DE ARROLLABES,3373,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81738551,-32.86819102
GRAN CAPITAN ESTE AV,3375,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,1,-68.8617044,-32.86812774
LA PLATA,3380,Interseccion,500070703,714,254,19,141,109,28,96,51,184,35,86,178,10,649,32,6,0,2,42,-68.83352721,-32.86824059
DE SAN MARTIN JOSE GRAL AV,3382,Interseccion,500070201,1065,365,37,215,150,32,217,58,292,52,108,231,10,977,45,2,4,1,42,-68.83349515,-32.86824055
SAN JOSE,3393,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,2,-68.87979159,-32.86830262
COOPERATIVA AV,3395,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,2,-68.86210539,-32.86806474
BAJADA DE ARROLLABES,3398,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81739345,-32.8682271
LOMAS AMARILLAS,3404,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,7,-68.86580537,-32.86831545
BOLIVIA,3407,Interseccion,500071103,764,265,28,129,146,24,125,15,170,27,83,251,26,704,27,0,0,1,23,-68.8525137,-32.86830049
BAJADA DE ARROLLABES,3412,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81740139,-32.86826318
SALTA,3413,Interseccion,500070201,1065,365,37,215,150,32,217,58,292,52,108,231,10,977,45,2,4,1,34,-68.83270439,-32.8682936
LOMAS AMARILLAS,3425,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,6,-68.86581597,-32.86836956
PRIMERA JUNTA,3430,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,32,-68.85366752,-32.86837398
PERU,3451,Interseccion,500070706,784,305,27,106,122,18,116,26,194,29,109,236,18,735,23,1,5,0,11,-68.84317517,-32.86838831
SAN JOSE,3470,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,2,-68.87974884,-32.8683116
SOLER MIGUEL ESTANISLAO,3477,Interseccion,500070706,784,305,27,106,122,18,116,26,194,29,109,236,18,735,23,1,5,0,17,-68.84438247,-32.86842589
EL PORTILLO,3485,Interseccion,500071011,745,188,18,213,55,29,317,36,201,20,20,22,1,626,58,20,0,4,2,-68.8621932,-32.86832039
MITRE BARTOLOME GRAL AV,3495,Interseccion,500070708,485,173,23,67,97,13,68,17,131,24,70,129,4,448,21,1,0,2,11,-68.83902942,-32.86844617
CALLE JORGE A,3514,Interseccion,500071107,770,257,15,143,149,26,168,34,212,33,72,178,7,712,27,2,0,4,17,-68.84461747,-32.86846225
CERRO LOS GEMELOS BV,3545,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89111702,-32.86854743
CIUDAD DE ROSARIO,3549,Interseccion,500070215,517,178,22,108,90,28,146,19,161,19,40,73,2,467,30,0,0,1,6,-68.81895239,-32.8687253
CALLE JORGE A,3560,Interseccion,500071106,1019,362,38,153,189,29,163,44,246,38,131,300,22,950,36,1,1,2,36,-68.85008747,-32.86878452
MAURE PJE,3570,Interseccion,500070201,1065,365,37,215,150,32,217,58,292,52,108,231,10,977,45,2,4,1,15,-68.82789536,-32.868783
AV ESPAÃ‘A,3580,Interseccion,500070708,485,173,23,67,97,13,68,17,131,24,70,129,4,448,21,1,0,2,14,-68.83638966,-32.86880342
CALLE JORGE A,3590,Interseccion,500071106,1019,362,38,153,189,29,163,44,246,38,131,300,22,950,36,1,1,2,29,-68.85083532,-32.86883049
MARTINEZ DE ROZAS JUAN,3593,Interseccion,500071108,985,375,38,161,145,28,166,47,198,47,120,312,15,915,35,1,0,3,30,-68.85079243,-32.86892061
MARTINEZ DE ROZAS JUAN,3596,Interseccion,500071106,1019,362,38,153,189,29,163,44,246,38,131,300,22,950,36,1,1,2,29,-68.85083831,-32.86883062
BAJADA DE ARROLLABES,3598,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81761668,-32.86878647
CALLE JORGE A,3606,Interseccion,500071103,764,265,28,129,146,24,125,15,170,27,83,251,26,704,27,0,0,1,26,-68.85147636,-32.86885831
CALLE JORGE A,3611,Interseccion,500071103,764,265,28,129,146,24,125,15,170,27,83,251,26,704,27,0,0,1,26,-68.85162593,-32.8688675
VIDELA CASTILLO,3619,Interseccion,500070201,1065,365,37,215,150,32,217,58,292,52,108,231,10,977,45,2,4,1,16,-68.82738237,-32.86884542
LLORENS JOSE RVDO,3630,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,3,-68.86650967,-32.86891132
SILVA CAYETANO,3635,Interseccion,500071108,985,375,38,161,145,28,166,47,198,47,120,312,15,915,35,1,0,3,36,-68.85008729,-32.86889272
CALLE JORGE A,3636,Interseccion,500071103,764,265,28,129,146,24,125,15,170,27,83,251,26,704,27,0,0,1,27,-68.85219216,-32.86890424
BAJADA DE ARROLLABES,3641,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81765393,-32.86885866
METRAUX ALFREDO DR,3643,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,0,-68.87632888,-32.86893945
LLORENS JOSE RVDO,3655,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,3,-68.86649895,-32.86892934
CALLE JORGE A,3658,Interseccion,500071103,764,265,28,129,146,24,125,15,170,27,83,251,26,704,27,0,0,1,28,-68.85245926,-32.86891357
CASTROMAN SANTIAGO,3666,Interseccion,500070201,1065,365,37,215,150,32,217,58,292,52,108,231,10,977,45,2,4,1,15,-68.82649548,-32.86888026
BAJADA DE ARROLLABES,3675,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81766989,-32.86889025
CALLE JORGE A,3678,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,31,-68.85297208,-32.86894123
BAJADA DE ARROLLABES,3680,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81768054,-32.8689083
CALLE JORGE A,3684,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,36,-68.85364514,-32.8689871
MOYANO FRANCISCO J,3695,Interseccion,500071108,985,375,38,161,145,28,166,47,198,47,120,312,15,915,35,1,0,3,22,-68.84619791,-32.86897817
CRISTO REDENTOR SUR AV,3698,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,1,-68.8706445,-32.86901485
9 DE JULIO,3702,Interseccion,500070708,485,173,23,67,97,13,68,17,131,24,70,129,4,448,21,1,0,2,32,-68.83512855,-32.86897308
CALLE JORGE A,3713,Interseccion,500071102,878,309,27,123,192,20,115,38,181,41,91,327,36,831,25,0,0,2,39,-68.85457464,-32.86903327
LOS CEIBOS,3725,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,3,-68.8670864,-32.86907424
LOS CEIBOS,3726,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,3,-68.86709058,-32.8690637
JUFRE JUAN,3727,Interseccion,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,10,-68.82432619,-32.86903052
CALLE JORGE A,3734,Interseccion,500071112,510,174,17,76,90,12,51,14,110,20,59,212,7,478,16,0,0,1,34,-68.8554614,-32.86907938
CERRO LOS GEMELOS BV,3744,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89112606,-32.86857906
CERRO LOS GEMELOS BV,3746,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89128725,-32.8691427
CALLE JORGE A,3750,Interseccion,500071101,643,210,12,94,101,16,58,37,93,25,57,294,32,598,22,0,1,2,27,-68.85620927,-32.86911631
EL JUNCAL,3752,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,2,-68.86912707,-32.86914853
CALLE JORGE A,3761,Interseccion,500071101,643,210,12,94,101,16,58,37,93,25,57,294,32,598,22,0,1,2,19,-68.85688235,-32.86915315
LOS NOGALES,3766,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,3,-68.86769526,-32.86918309
LOS NOGALES,3771,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,3,-68.86649349,-32.8689458
CALLE JORGE A,3775,Interseccion,500071101,643,210,12,94,101,16,58,37,93,25,57,294,32,598,22,0,1,2,14,-68.8575768,-32.86919001
DE SAN MARTIN JOSE GRAL AV,3779,Interseccion,500070208,585,209,17,90,88,12,91,36,148,25,84,159,6,556,11,2,0,0,51,-68.83373918,-32.8691606
RAMIREZ CNEL,3788,Interseccion,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,11,-68.82289417,-32.86916375
CERRO DE LAS MENTAS BV,3799,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,0,-68.88754743,-32.86926563
CERRO LA COLINA,3803,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,0,-68.88755174,-32.86929873
CERRO LA COLINA,3804,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,0,-68.88755688,-32.86929769
CERRO LA COLINA,3805,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.8952323,-32.86775215
CERRO LA COLINA,3806,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89564989,-32.86766805
CERRO LA COLINA,3807,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89436614,-32.86792659
CERRO LA COLINA,3808,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.8985357,-32.86721377
CERRO LA COLINA,3809,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89677328,-32.86744179
CERRO LA COLINA,3810,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89610316,-32.86757676
SAN JOSE,3814,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,0,-68.87397036,-32.86937638
SAN JOSE,3815,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,0,-68.87533147,-32.86912423
COLECTOR ALUVIONAL,3816,Interseccion,500071011,745,188,18,213,55,29,317,36,201,20,20,22,1,626,58,20,0,4,1,-68.86118512,-32.86837774
BELGRANO JUAN MANUEL GRAL,3818,Interseccion,500071108,985,375,38,161,145,28,166,47,198,47,120,312,15,915,35,1,0,3,17,-68.84481913,-32.86923795
LOS PARAMILLOS,3825,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,2,-68.86437179,-32.86952217
LOS NOGALES,3831,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,2,-68.86828275,-32.86930093
CERRO FUNDICION,3834,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,0,-68.8839252,-32.86933445
LOS NOGALES,3837,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,2,-68.8685498,-32.86934629
LAS MAGNOLIAS,3844,Interseccion,500071012,583,250,10,137,93,32,103,38,186,22,51,95,8,514,36,0,0,9,2,-68.86103134,-32.86932972
SILVA CAYETANO,3845,Interseccion,500071108,985,375,38,161,145,28,166,47,198,47,120,312,15,915,35,1,0,3,33,-68.85015061,-32.86936167
LOS OLMOS,3848,Interseccion,500071007,612,241,27,125,81,19,111,29,172,28,85,117,10,553,27,0,1,7,1,-68.86063201,-32.86938445
ITUZAINGO,3852,Interseccion,500070206,1053,354,38,231,145,37,261,66,290,44,118,170,8,965,43,5,0,2,11,-68.82910155,-32.86939781
LOS TILOS,3854,Interseccion,500071007,612,241,27,125,81,19,111,29,172,28,85,117,10,553,27,0,1,7,1,-68.86009702,-32.86850059
LOS TILOS,3855,Interseccion,500071007,612,241,27,125,81,19,111,29,172,28,85,117,10,553,27,0,1,7,2,-68.86025299,-32.86947543
DE SAN MARTIN JOSE GRAL AV,3858,Interseccion,500070208,585,209,17,90,88,12,91,36,148,25,84,159,6,556,11,2,0,0,53,-68.83381347,-32.86943121
CRISTO REDENTOR SUR AV,3861,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,1,-68.87069722,-32.86950182
VIDELA CASTILLO,3865,Interseccion,500070206,1053,354,38,231,145,37,261,66,290,44,118,170,8,965,43,5,0,2,15,-68.82741326,-32.86944959
LOS AROMOS,3878,Interseccion,500071007,612,241,27,125,81,19,111,29,172,28,85,117,10,553,27,0,1,7,2,-68.85968763,-32.86854655
LOS AROMOS,3879,Interseccion,500071007,612,241,27,125,81,19,111,29,172,28,85,117,10,553,27,0,1,7,2,-68.85984407,-32.86949956
JUFRE JUAN,3880,Interseccion,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,9,-68.82436805,-32.8694724
FRAY MAMERTO ESQUIU,3886,Interseccion,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,11,-68.82567636,-32.86944795
DE VILLAGRA FRANCISCO,3889,Interseccion,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,9,-68.82166479,-32.8694776
SALTA,3896,Interseccion,500070208,585,209,17,90,88,12,91,36,148,25,84,159,6,556,11,2,0,0,43,-68.83304402,-32.86951133
FRAY MAMERTO ESQUIU,3907,Interseccion,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,10,-68.82293624,-32.86949744
ALAMOS PLATEADOS,3923,Interseccion,500071007,612,241,27,125,81,19,111,29,172,28,85,117,10,553,27,0,1,7,3,-68.8593066,-32.8685953
CHENAUT INDALECIO,3924,Interseccion,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,6,-68.82038254,-32.86952085
OLASCOAGA LAURENTINO CNEL,3936,Interseccion,500071108,985,375,38,161,145,28,166,47,198,47,120,312,15,915,35,1,0,3,40,-68.84899629,-32.86957669
FRAY MAMERTO ESQUIU,3947,Interseccion,500070208,585,209,17,90,88,12,91,36,148,25,84,159,6,556,11,2,0,0,32,-68.83260584,-32.86956485
LOS FRESNOS,3951,Interseccion,500071007,612,241,27,125,81,19,111,29,172,28,85,117,10,553,27,0,1,7,5,-68.85907471,-32.86961001
EL JUNCAL,3952,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,2,-68.86922253,-32.86962652
CIUDAD DE ROSARIO,3960,Interseccion,500070203,1123,349,43,218,203,26,282,77,345,48,102,170,7,1037,43,4,0,0,5,-68.8190789,-32.86956405
CACHEUTA,3972,Interseccion,500071011,745,188,18,213,55,29,317,36,201,20,20,22,1,626,58,20,0,4,2,-68.86428613,-32.8696393
LOS HORCONES,3976,Interseccion,500071011,745,188,18,213,55,29,317,36,201,20,20,22,1,626,58,20,0,4,3,-68.86350615,-32.86963845
BAJADA DE ARROLLABES,3984,Interseccion,500491013,730,231,21,137,126,23,153,31,236,19,69,151,2,669,34,2,0,3,3,-68.81809581,-32.86960771
MORENO JOSE FEDERICO,3993,Interseccion,500070207,785,233,23,115,110,16,154,52,214,30,80,179,13,724,29,2,0,0,15,-68.83190051,-32.86963604
CERRO LA COLINA,4003,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,0,-68.8851898,-32.86977448
CERRO LA COLINA,4004,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,0,-68.88519417,-32.8697736
CERRO LOS GEMELOS BV,4005,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89130316,-32.86919746
CERRO LOS GEMELOS BV,4006,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89146813,-32.86976502
PLUMERILLO,4008,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,2,-68.86815388,-32.86974262
EL NEVADO,4012,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,2,-68.86492703,-32.86976623
25 DE MAYO,4021,Interseccion,500070707,666,234,18,91,115,12,81,39,165,42,81,200,13,625,14,1,0,0,15,-68.84196538,-32.86975736
ESEVERRI GAINZA JOSE DR,4025,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,2,-68.87937285,-32.86980804
9 DE JULIO,4029,Interseccion,500070708,485,173,23,67,97,13,68,17,131,24,70,129,4,448,21,1,0,2,38,-68.83530874,-32.86975779
MONTECASEROS,4033,Interseccion,500070207,785,233,23,115,110,16,154,52,214,30,80,179,13,724,29,2,0,0,6,-68.83043641,-32.86978735
RODRIGUEZ MARTIN CNEL,4045,Interseccion,500071108,985,375,38,161,145,28,166,47,198,47,120,312,15,915,35,1,0,3,33,-68.84773507,-32.86981862
AV ESPAÃ‘A,4056,Interseccion,500070708,485,173,23,67,97,13,68,17,131,24,70,129,4,448,21,1,0,2,19,-68.83663355,-32.86981363
CERRO DE LAS MENTAS BV,4069,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,0,-68.8877283,-32.86987894
CERRO JUAN POBRE,4071,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,0,-68.88773762,-32.86991104
CERRO JUAN POBRE,4072,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89868661,-32.86771943
CERRO JUAN POBRE,4073,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,0,-68.89700092,-32.86805692
CERRO JUAN POBRE,4074,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,0,-68.88773261,-32.86991204
CERRO JUAN POBRE,4075,Interseccion,500071001,1179,326,30,213,85,43,95,94,138,71,86,549,67,1106,41,0,71,11,1,-68.89454274,-32.86854902
LOS LAURELES,4076,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,2,-68.86870932,-32.86986043
CHILE,4081,Interseccion,500070707,666,234,18,91,115,12,81,39,165,42,81,200,13,625,14,1,0,0,20,-68.84067234,-32.86985491
PATRICIAS MENDOCINAS,4094,Interseccion,500070709,452,169,24,49,92,8,55,19,102,18,56,174,12,439,8,0,0,0,23,-68.83794768,-32.86986944
CACHEUTA,4103,Interseccion,500071011,745,188,18,213,55,29,317,36,201,20,20,22,1,626,58,20,0,4,2,-68.86398649,-32.86994555
BOGADO FELIX,4106,Interseccion,500070709,452,169,24,49,92,8,55,19,102,18,56,174,12,439,8,0,0,0,28,-68.83925115,-32.86991621
EL NEVADO,4119,Interseccion,500071009,1259,325,107,361,98,53,517,78,335,72,37,52,1,1101,83,11,2,11,2,-68.86547167,-32.86995617
MORENO JOSE MARIA,4124,Interseccion,500070707,666,234,18,91,115,12,81,39,165,42,81,200,13,625,14,1,0,0,27,-68.83968921,-32.86992579
BOGADO FELIX,4135,Interseccion,500070707,666,234,18,91,115,12,81,39,165,42,81,200,13,625,14,1,0,0,28,-68.83940072,-32.86992542
CARRILLO RAMON DR,4147,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,1,-68.87849646,-32.86997852
LOS LAURELES,4149,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,2,-68.86926477,-32.86996921
ITUZAINGO,4164,Interseccion,500070206,1053,354,38,231,145,37,261,66,290,44,118,170,8,965,43,5,0,2,11,-68.8291219,-32.86992983
CERRO LA COLINA,4174,Interseccion,500071019,1190,351,23,208,113,43,76,103,141,61,93,576,66,1120,44,0,66,3,1,-68.88382179,-32.87004372
DE SAN MARTIN JOSE GRAL AV,4176,Interseccion,500070208,585,209,17,90,88,12,91,36,148,25,84,159,6,556,11,2,0,0,57,-68.8339514,-32.86995437
CRISTO REDENTOR SUR AV,4186,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,1,-68.87076054,-32.8700429
LOS LAURELES,4190,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,1,-68.87052546,-32.87005167
MOYANO FRANCISCO J,4194,Interseccion,500071108,985,375,38,161,145,28,166,47,198,47,120,312,15,915,35,1,0,3,17,-68.84648453,-32.87006055
LOS LAURELES,4206,Interseccion,500071010,1376,332,67,429,105,73,613,68,359,48,22,30,0,1157,116,20,0,8,1,-68.86989499,-32.8700961
VIDELA CASTILLO,4214,Interseccion,500070206,1053,354,38,231,145,37,261,66,290,44,118,170,8,965,43,5,0,2,14,-68.82745476,-32.87008985
SCHESTAKOW TEODORO DR,4223,Interseccion,500071020,848,259,39,190,97,35,124,80,180,50,78,225,22,766,40,1,0,23,0,-68.877588,-32.87015797
